farm_id,farm_name,room_id,date,week,day_of_week,age_days,birds_start,mortality_daily,birds_end,cumulative_mortality,mortality_rate,avg_weight_kg,daily_gain_kg,feed_kg_total,feed_kg_per_bird,water_liters_total,eggs_produced,avg_egg_weight_g,egg_grade_a_pct,temperature_c,humidity_pct,stress_index,health_event,feed_price_per_kg_usd,feed_cost_usd,med_cost_usd,energy_cost_usd,labor_cost_usd,other_costs_usd,total_costs_usd,egg_price_per_dozen_usd,egg_revenue_usd,profit_usd,fcr
FARM_001,Joseph's Farm,Room 2,2025-05-25,73,7,510,773,0,773,227,22.7,2.071,-0.0291,93.83,0.1214,193.8,674,69.9,78.5,23.8,53.4,0.0,normal,0.453,42.5,1.93,6.53,11.5,2.68,65.14,3.68,206.69,141.55,0.0
FARM_001,Joseph's Farm,Room 3,2025-05-25,73,7,510,771,0,771,229,22.9,2.07,0.0129,93.58,0.1214,175.2,708,71.4,79.3,23.2,56.3,0.0,normal,0.453,42.39,1.93,6.31,11.45,2.6,64.68,3.68,217.12,152.44,9.409
FARM_001,Joseph's Farm,Room 4,2025-05-25,73,7,510,772,1,771,229,22.9,2.085,-0.0042,96.19,0.1246,211.2,717,70.8,74.2,25.6,57.9,0.061,normal,0.453,43.57,1.93,7.19,12.37,2.3,67.36,3.68,219.88,152.52,0.0
FARM_001,Joseph's Farm,Room 1,2025-05-26,74,1,511,784,0,784,216,21.6,2.042,-0.0299,91.81,0.1171,173.7,658,70.5,77.5,23.8,49.1,0.007,normal,0.453,41.59,1.96,6.53,12.06,2.34,64.48,3.68,201.79,137.31,0.0
FARM_001,Joseph's Farm,Room 2,2025-05-26,74,1,511,773,0,773,227,22.7,2.105,0.0049,95.9,0.1241,195.5,733,71.4,73.3,23.4,50.4,0.0,normal,0.453,43.44,1.93,6.38,11.44,2.39,65.58,3.68,224.79,159.21,25.319
FARM_001,Joseph's Farm,Room 3,2025-05-26,74,1,511,771,0,771,229,22.9,2.019,-0.0381,95.28,0.1236,207.2,641,70.6,76.3,25.1,48.9,0.051,normal,0.453,43.16,1.93,7.0,11.82,2.26,66.17,3.68,196.57,130.4,0.0
FARM_001,Joseph's Farm,Room 4,2025-05-26,74,1,511,771,0,771,229,22.9,2.119,0.0298,95.63,0.124,207.5,739,69.4,74.6,25.5,49.1,0.064,normal,0.453,43.32,1.93,7.15,11.41,2.71,66.52,3.68,226.63,160.11,4.162
FARM_001,Joseph's Farm,Room 1,2025-05-27,74,2,512,784,2,782,218,21.8,2.054,-0.0179,93.68,0.1195,173.4,739,71.9,72.7,25.8,55.0,0.068,normal,0.454,42.53,1.96,7.26,12.05,2.68,66.48,3.68,226.63,160.15,0.0
FARM_001,Joseph's Farm,Room 2,2025-05-27,74,2,512,773,1,772,228,22.8,2.06,-0.0401,95.96,0.1241,206.2,732,70.3,72.8,23.5,51.4,0.0,normal,0.454,43.57,1.93,6.42,11.55,2.63,66.1,3.68,224.48,158.38,0.0
FARM_001,Joseph's Farm,Room 3,2025-05-27,74,2,512,771,1,770,230,23.0,2.079,0.0219,97.67,0.1267,180.8,690,73.0,72.6,22.5,53.8,0.0,normal,0.454,44.34,1.93,6.05,11.44,2.29,66.05,3.68,211.6,145.55,5.784
FARM_001,Joseph's Farm,Room 4,2025-05-27,74,2,512,771,1,770,230,23.0,2.09,0.0008,95.58,0.124,173.0,658,74.0,74.7,24.7,54.3,0.027,normal,0.454,43.39,1.93,6.86,12.59,2.48,67.25,3.68,201.79,134.54,154.961
FARM_001,Joseph's Farm,Room 1,2025-05-28,74,3,513,782,0,782,218,21.8,2.079,0.0071,99.72,0.1275,189.1,722,72.5,71.2,23.8,44.8,0.042,normal,0.454,45.27,1.96,6.53,12.26,2.55,68.57,3.68,221.41,152.84,17.96
FARM_001,Joseph's Farm,Room 2,2025-05-28,74,3,513,772,1,771,229,22.9,2.059,-0.0411,93.05,0.1205,196.1,740,72.9,74.1,25.6,50.4,0.061,normal,0.454,42.24,1.93,7.19,12.05,2.39,65.8,3.68,226.93,161.13,0.0
FARM_001,Joseph's Farm,Room 3,2025-05-28,74,3,513,770,0,770,230,23.0,2.063,0.0059,92.44,0.12,172.1,676,72.1,75.5,25.2,56.0,0.045,normal,0.454,41.97,1.93,7.04,12.13,2.52,65.59,3.68,207.31,141.72,20.348
FARM_001,Joseph's Farm,Room 4,2025-05-28,74,3,513,770,0,770,230,23.0,2.049,-0.0402,97.12,0.1261,178.0,654,72.8,72.9,22.8,47.0,0.024,normal,0.454,44.09,1.93,6.16,11.78,2.47,66.43,3.68,200.56,134.13,0.0
FARM_001,Joseph's Farm,Room 1,2025-05-29,74,4,514,782,2,780,220,22.0,2.038,-0.0339,90.94,0.1163,173.9,708,69.2,71.7,24.2,51.3,0.008,normal,0.454,41.29,1.96,6.67,11.97,2.45,64.34,3.68,217.12,152.78,0.0
FARM_001,Joseph's Farm,Room 2,2025-05-29,74,4,514,771,1,770,230,23.0,2.11,0.0099,92.62,0.1201,199.2,706,71.3,78.0,24.9,54.1,0.034,normal,0.454,42.05,1.93,6.93,11.41,2.39,64.71,3.68,216.51,151.8,12.134
FARM_001,Joseph's Farm,Room 3,2025-05-29,74,4,514,770,1,769,231,23.1,2.031,-0.0261,89.42,0.1161,186.3,647,68.5,68.9,25.2,56.7,0.045,normal,0.454,40.6,1.93,7.04,11.77,2.61,63.95,3.68,198.41,134.46,0.0
FARM_001,Joseph's Farm,Room 4,2025-05-29,74,4,514,770,0,770,230,23.0,2.076,-0.0132,97.4,0.1265,190.3,651,70.1,77.1,26.3,51.4,0.087,normal,0.454,44.22,1.93,7.44,12.4,2.53,68.52,3.68,199.64,131.12,0.0
FARM_001,Joseph's Farm,Room 1,2025-05-30,74,5,515,780,0,780,220,22.0,2.062,-0.0099,98.13,0.1258,203.2,709,69.7,70.1,24.0,44.8,0.042,normal,0.454,44.55,1.95,6.6,11.75,2.34,67.19,3.68,217.43,150.24,0.0
FARM_001,Joseph's Farm,Room 2,2025-05-30,74,5,515,770,1,769,231,23.1,2.077,-0.0231,96.68,0.1256,197.4,666,68.7,70.0,22.7,51.4,0.0,normal,0.454,43.89,1.93,6.12,11.87,2.7,66.51,3.68,204.24,137.73,0.0
FARM_001,Joseph's Farm,Room 3,2025-05-30,74,5,515,769,0,769,231,23.1,2.073,0.0159,89.79,0.1168,172.5,647,69.3,70.5,24.7,50.8,0.027,normal,0.454,40.76,1.92,6.86,11.89,2.52,63.95,3.68,198.41,134.46,7.344
FARM_001,Joseph's Farm,Room 4,2025-05-30,74,5,515,770,0,770,230,23.0,2.112,0.0228,97.97,0.1272,176.5,650,71.9,72.4,26.2,50.8,0.083,normal,0.454,44.48,1.93,7.41,11.67,2.31,67.8,3.68,199.33,131.53,5.58
FARM_001,Joseph's Farm,Room 1,2025-05-31,74,6,516,780,1,779,221,22.1,2.06,-0.0119,98.15,0.1258,177.0,693,70.2,76.6,23.6,45.4,0.038,normal,0.454,44.56,1.95,6.45,11.58,2.46,67.0,3.68,212.52,145.52,0.0
FARM_001,Joseph's Farm,Room 2,2025-05-31,74,6,516,769,1,768,232,23.2,2.114,0.0139,94.86,0.1234,170.8,693,71.2,74.6,22.6,50.5,0.0,normal,0.454,43.07,1.92,6.09,12.18,2.34,65.6,3.68,212.52,146.92,8.874
FARM_001,Joseph's Farm,Room 3,2025-05-31,74,6,516,769,0,769,231,23.1,2.064,0.0069,93.64,0.1218,187.8,681,72.5,71.8,23.7,46.3,0.03,normal,0.454,42.51,1.92,6.49,11.84,2.73,65.49,3.68,208.84,143.35,17.648
FARM_001,Joseph's Farm,Room 4,2025-05-31,74,6,516,770,0,770,230,23.0,2.073,-0.0162,95.66,0.1242,209.6,661,70.1,76.1,25.5,53.5,0.057,normal,0.454,43.43,1.93,7.15,11.56,2.37,66.44,3.68,202.71,136.27,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-01,74,7,517,779,1,778,222,22.2,2.11,0.0381,96.3,0.1236,205.6,631,70.3,70.3,26.1,48.5,0.092,normal,0.454,43.72,1.95,7.37,11.93,2.64,67.61,3.68,193.51,125.9,3.245
FARM_001,Joseph's Farm,Room 2,2025-06-01,74,7,517,768,0,768,232,23.2,2.068,-0.0321,98.91,0.1288,195.0,739,73.7,76.5,23.7,52.7,0.0,normal,0.454,44.91,1.92,6.49,11.9,2.46,67.68,3.68,226.63,158.95,0.0
FARM_001,Joseph's Farm,Room 3,2025-06-01,74,7,517,769,1,768,232,23.2,2.021,-0.0361,89.36,0.1162,185.9,646,72.9,71.4,23.1,51.0,0.0,normal,0.454,40.57,1.92,6.27,11.79,2.52,63.07,3.68,198.11,135.04,0.0
FARM_001,Joseph's Farm,Room 4,2025-06-01,74,7,517,770,0,770,230,23.0,2.081,-0.0082,93.55,0.1215,203.1,631,69.1,74.5,23.0,55.2,0.0,normal,0.454,42.47,1.93,6.23,11.43,2.56,64.62,3.68,193.51,128.89,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-02,75,1,518,778,1,777,223,22.3,2.07,-0.0019,90.47,0.1163,167.8,668,71.5,73.8,25.2,46.8,0.072,normal,0.454,41.07,1.95,7.04,12.38,2.51,64.95,3.68,204.85,139.9,0.0
FARM_001,Joseph's Farm,Room 2,2025-06-02,75,1,518,768,0,768,232,23.2,2.082,-0.0181,88.61,0.1154,160.5,643,69.3,71.9,24.6,48.2,0.037,normal,0.454,40.23,1.92,6.82,12.3,2.48,63.75,3.68,197.19,133.44,0.0
FARM_001,Joseph's Farm,Room 3,2025-06-02,75,1,518,768,1,767,233,23.3,2.044,-0.0131,90.37,0.1177,172.1,645,69.8,74.7,26.1,52.1,0.08,normal,0.454,41.03,1.92,7.37,11.81,2.58,64.71,3.68,197.8,133.09,0.0
FARM_001,Joseph's Farm,Room 4,2025-06-02,75,1,518,770,0,770,230,23.0,2.089,-0.0002,96.16,0.1249,180.8,739,72.5,70.6,24.2,53.8,0.008,normal,0.454,43.66,1.93,6.67,12.22,2.46,66.94,3.68,226.63,159.69,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-03,75,2,519,777,0,777,223,22.3,2.078,0.0061,97.11,0.125,206.4,614,69.0,68.9,27.1,46.7,0.144,normal,0.454,44.09,1.94,7.74,12.36,2.33,68.46,3.68,188.29,119.83,20.489
FARM_001,Joseph's Farm,Room 2,2025-06-03,75,2,519,768,1,767,233,23.3,2.094,-0.0061,94.35,0.1228,207.3,741,70.6,77.5,23.7,48.4,0.013,normal,0.454,42.83,1.92,6.49,11.78,2.42,65.44,3.68,227.24,161.8,0.0
FARM_001,Joseph's Farm,Room 3,2025-06-03,75,2,519,767,0,767,233,23.3,2.095,0.0379,97.57,0.1272,185.8,655,72.7,73.9,26.1,51.0,0.08,normal,0.454,44.3,1.92,7.37,11.93,2.4,67.92,3.68,200.87,132.95,3.356
FARM_001,Joseph's Farm,Room 4,2025-06-03,75,2,519,770,0,770,230,23.0,2.083,-0.0062,91.17,0.1184,164.3,735,68.6,73.8,23.4,56.3,0.0,normal,0.454,41.39,1.93,6.38,11.9,2.31,63.91,3.68,225.4,161.49,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-04,75,3,520,777,1,776,224,22.4,2.078,0.0061,91.43,0.1177,180.9,708,68.8,72.9,24.9,49.1,0.041,normal,0.454,41.51,1.94,6.93,11.9,2.5,64.78,3.68,217.12,152.34,19.29
FARM_001,Joseph's Farm,Room 2,2025-06-04,75,3,520,767,1,766,234,23.4,2.108,0.0079,97.35,0.1269,178.1,710,69.9,77.9,23.5,46.9,0.025,normal,0.454,44.2,1.92,6.42,12.09,2.4,67.03,3.68,217.73,150.7,16.066
FARM_001,Joseph's Farm,Room 3,2025-06-04,75,3,520,767,0,767,233,23.3,2.087,0.0299,96.6,0.1259,210.0,665,71.3,74.2,25.1,56.2,0.042,normal,0.454,43.86,1.92,7.0,12.24,2.61,67.63,3.68,203.93,136.3,4.212
FARM_001,Joseph's Farm,Room 4,2025-06-04,75,3,520,770,0,770,230,23.0,2.048,-0.0412,92.25,0.1198,190.2,708,70.6,76.1,26.4,58.2,0.091,normal,0.454,41.88,1.93,7.48,11.95,2.35,65.59,3.68,217.12,151.53,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-05,75,4,521,776,2,774,226,22.6,2.084,0.0121,92.61,0.1193,183.2,721,74.1,68.1,25.8,43.4,0.122,normal,0.453,41.95,1.94,7.26,12.28,2.33,65.76,3.68,221.11,155.35,9.863
FARM_001,Joseph's Farm,Room 2,2025-06-05,75,4,521,766,0,766,234,23.4,2.063,-0.0371,88.75,0.1159,166.7,675,70.7,76.2,24.9,51.7,0.034,normal,0.453,40.2,1.92,6.93,12.16,2.59,63.8,3.68,207.0,143.2,0.0
FARM_001,Joseph's Farm,Room 3,2025-06-05,75,4,521,767,0,767,233,23.3,2.086,0.0289,89.26,0.1164,190.0,610,69.2,76.1,25.7,54.9,0.064,normal,0.453,40.43,1.92,7.22,12.41,2.7,64.68,3.68,187.07,122.39,4.027
FARM_001,Joseph's Farm,Room 4,2025-06-05,75,4,521,770,0,770,230,23.0,2.108,0.0188,90.65,0.1177,190.5,652,74.0,74.3,24.9,52.1,0.034,normal,0.453,41.06,1.93,6.93,11.91,2.48,64.31,3.68,199.95,135.64,6.262
FARM_001,Joseph's Farm,Room 1,2025-06-06,75,5,522,774,0,774,226,22.6,2.078,0.0061,96.07,0.1241,199.7,716,70.8,77.0,23.8,52.3,0.0,normal,0.453,43.52,1.94,6.53,11.86,2.68,66.53,3.68,219.57,153.04,20.348
FARM_001,Joseph's Farm,Room 2,2025-06-06,75,5,522,766,0,766,234,23.4,2.112,0.0119,97.75,0.1276,186.9,712,68.6,79.6,23.7,54.4,0.0,normal,0.453,44.28,1.92,6.49,12.26,2.28,67.23,3.68,218.35,151.12,10.724
FARM_001,Joseph's Farm,Room 3,2025-06-06,75,5,522,767,0,767,233,23.3,2.087,0.0299,94.93,0.1238,204.7,681,69.7,70.2,23.1,52.5,0.0,normal,0.453,43.0,1.92,6.27,11.4,2.3,64.89,3.68,208.84,143.95,4.139
FARM_001,Joseph's Farm,Room 4,2025-06-06,75,5,522,770,0,770,230,23.0,2.075,-0.0142,97.79,0.127,184.5,709,72.5,70.0,24.4,51.7,0.015,normal,0.453,44.3,1.93,6.75,12.03,2.5,67.51,3.68,217.43,149.92,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-07,75,6,523,774,0,774,226,22.6,2.083,0.0111,92.5,0.1195,199.6,619,70.0,66.4,26.6,42.5,0.16,normal,0.453,41.9,1.94,7.55,11.81,2.59,65.79,3.68,189.83,124.04,10.767
FARM_001,Joseph's Farm,Room 2,2025-06-07,75,6,523,766,1,765,235,23.5,2.128,0.0279,93.1,0.1215,174.9,657,70.2,72.9,23.5,50.7,0.0,normal,0.453,42.17,1.92,6.42,12.15,2.26,64.92,3.68,201.48,136.56,4.356
FARM_001,Joseph's Farm,Room 3,2025-06-07,75,6,523,767,0,767,233,23.3,2.092,0.0349,89.95,0.1173,195.3,701,71.0,71.4,24.7,48.5,0.039,normal,0.453,40.75,1.92,6.86,11.44,2.69,63.66,3.68,214.97,151.31,3.36
FARM_001,Joseph's Farm,Room 4,2025-06-07,75,6,523,770,1,769,231,23.1,2.113,0.0238,93.49,0.1214,172.3,700,69.6,75.3,25.5,50.7,0.057,normal,0.453,42.35,1.93,7.15,12.02,2.44,65.89,3.68,214.67,148.78,5.101
FARM_001,Joseph's Farm,Room 1,2025-06-08,75,7,524,774,0,774,226,22.6,2.112,0.0401,96.91,0.1252,194.6,710,70.6,71.1,25.8,47.4,0.089,normal,0.453,43.9,1.94,7.26,12.2,2.33,67.63,3.68,217.73,150.1,3.122
FARM_001,Joseph's Farm,Room 2,2025-06-08,75,7,524,765,0,765,235,23.5,2.064,-0.0361,92.36,0.1207,186.2,711,69.6,69.6,26.2,51.7,0.083,normal,0.453,41.84,1.91,7.41,12.11,2.46,65.73,3.68,218.04,152.31,0.0
FARM_001,Joseph's Farm,Room 3,2025-06-08,75,7,524,767,0,767,233,23.3,2.052,-0.0051,93.14,0.1214,178.2,650,72.2,77.3,23.2,49.1,0.007,normal,0.453,42.19,1.92,6.31,11.87,2.58,64.87,3.68,199.33,134.46,0.0
FARM_001,Joseph's Farm,Room 4,2025-06-08,75,7,524,769,0,769,231,23.1,2.055,-0.0342,92.86,0.1208,187.5,670,71.5,70.1,26.5,54.4,0.095,normal,0.453,42.07,1.92,7.52,12.13,2.35,65.99,3.68,205.47,139.48,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-09,76,1,525,774,0,774,226,22.6,2.098,0.0261,95.63,0.1236,188.6,611,73.2,67.2,26.9,42.0,0.175,normal,0.453,43.32,1.94,7.66,12.07,2.57,67.56,3.67,186.86,119.3,4.734
FARM_001,Joseph's Farm,Room 2,2025-06-09,76,1,525,765,1,764,236,23.6,2.079,-0.0211,90.92,0.1189,167.5,646,73.4,72.9,23.0,47.2,0.023,normal,0.453,41.19,1.91,6.23,11.69,2.65,63.67,3.67,197.57,133.9,0.0
FARM_001,Joseph's Farm,Room 3,2025-06-09,76,1,525,767,0,767,233,23.3,2.054,-0.0031,94.88,0.1237,199.8,687,73.5,78.2,23.4,56.0,0.0,normal,0.453,42.98,1.92,6.38,11.67,2.68,65.63,3.67,210.11,144.48,0.0
FARM_001,Joseph's Farm,Room 4,2025-06-09,76,1,525,769,0,769,231,23.1,2.118,0.0288,94.4,0.1228,175.2,728,69.1,76.0,26.7,55.6,0.102,normal,0.453,42.76,1.92,7.59,11.55,2.62,66.44,3.67,222.65,156.21,4.262
FARM_001,Joseph's Farm,Room 1,2025-06-10,76,2,526,774,0,774,226,22.6,2.085,0.0131,96.61,0.1248,201.6,631,68.9,66.0,27.5,44.4,0.178,normal,0.453,43.76,1.94,7.88,11.73,2.35,67.66,3.67,192.98,125.32,9.528
FARM_001,Joseph's Farm,Room 2,2025-06-10,76,2,526,764,0,764,236,23.6,2.115,0.0149,92.82,0.1215,184.5,691,73.3,76.0,24.7,53.7,0.027,normal,0.453,42.05,1.91,6.86,12.31,2.67,65.8,3.67,211.33,145.53,8.154
FARM_001,Joseph's Farm,Room 3,2025-06-10,76,2,526,767,1,766,234,23.4,2.08,0.0229,92.69,0.1208,195.5,667,70.6,74.7,26.3,56.2,0.087,normal,0.453,41.99,1.92,7.44,11.88,2.48,65.71,3.67,203.99,138.28,5.277
FARM_001,Joseph's Farm,Room 4,2025-06-10,76,2,526,769,0,769,231,23.1,2.072,-0.0172,94.43,0.1228,183.8,656,72.9,68.6,25.4,54.6,0.053,normal,0.453,42.78,1.92,7.11,11.59,2.66,66.06,3.67,200.63,134.57,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-11,76,3,527,774,0,774,226,22.6,2.054,-0.0179,91.77,0.1186,195.9,717,72.0,78.9,24.4,50.4,0.015,normal,0.453,41.57,1.94,6.75,12.1,2.63,64.99,3.67,219.28,154.29,0.0
FARM_001,Joseph's Farm,Room 2,2025-06-11,76,3,527,764,0,764,236,23.6,2.079,-0.0211,89.33,0.1169,178.4,663,69.8,67.5,25.3,42.5,0.111,normal,0.453,40.47,1.91,7.08,12.17,2.31,63.94,3.67,202.77,138.83,0.0
FARM_001,Joseph's Farm,Room 3,2025-06-11,76,3,527,766,1,765,235,23.5,2.091,0.0339,89.18,0.1164,161.7,694,73.6,73.9,24.0,53.7,0.0,normal,0.453,40.4,1.92,6.6,11.88,2.53,63.33,3.67,212.25,148.92,3.434
FARM_001,Joseph's Farm,Room 4,2025-06-11,76,3,527,769,0,769,231,23.1,2.107,0.0178,92.52,0.1203,185.3,717,73.7,70.2,25.7,56.1,0.064,normal,0.453,41.91,1.92,7.22,12.26,2.43,65.74,3.67,219.28,153.54,6.759
FARM_001,Joseph's Farm,Room 1,2025-06-12,76,4,528,774,0,774,226,22.6,2.105,0.0331,97.04,0.1254,194.3,616,69.9,68.7,26.2,43.1,0.14,normal,0.453,43.96,1.94,7.41,11.9,2.57,67.78,3.67,188.39,120.61,3.788
FARM_001,Joseph's Farm,Room 2,2025-06-12,76,4,528,764,1,763,237,23.7,2.13,0.0299,89.1,0.1166,183.8,630,74.1,72.2,25.6,45.3,0.099,normal,0.453,40.36,1.91,7.19,11.91,2.32,63.69,3.67,192.67,128.98,3.9
FARM_001,Joseph's Farm,Room 3,2025-06-12,76,4,528,765,0,765,235,23.5,2.059,0.0019,90.69,0.1186,163.3,745,74.1,74.7,24.0,51.0,0.0,normal,0.453,41.08,1.91,6.6,12.37,2.59,64.55,3.67,227.85,163.3,62.394
FARM_001,Joseph's Farm,Room 4,2025-06-12,76,4,528,769,1,768,232,23.2,2.109,0.0198,91.31,0.1187,185.9,630,72.7,75.1,25.7,45.5,0.101,normal,0.453,41.36,1.92,7.22,12.07,2.42,64.99,3.67,192.67,127.68,5.997
FARM_001,Joseph's Farm,Room 1,2025-06-13,76,5,529,774,0,774,226,22.6,2.048,-0.0239,91.98,0.1188,174.2,722,73.5,76.3,24.4,52.9,0.015,normal,0.453,41.67,1.94,6.75,12.48,2.67,65.51,3.67,220.81,155.3,0.0
FARM_001,Joseph's Farm,Room 2,2025-06-13,76,5,529,763,0,763,237,23.7,2.134,0.0339,87.9,0.1152,160.1,618,73.6,69.9,24.4,51.3,0.015,normal,0.453,39.82,1.91,6.75,12.38,2.54,63.4,3.67,189.0,125.6,3.398
FARM_001,Joseph's Farm,Room 3,2025-06-13,76,5,529,765,0,765,235,23.5,2.021,-0.0361,94.19,0.1231,206.5,727,71.5,68.8,24.5,45.5,0.056,normal,0.453,42.67,1.91,6.78,11.68,2.6,65.64,3.67,222.34,156.7,0.0
FARM_001,Joseph's Farm,Room 4,2025-06-13,76,5,529,768,0,768,232,23.2,2.071,-0.0182,97.77,0.1273,203.6,694,72.0,71.7,24.4,56.4,0.015,normal,0.453,44.29,1.92,6.75,12.16,2.46,67.58,3.67,212.25,144.67,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-14,76,6,530,774,0,774,226,22.6,2.038,-0.0339,90.64,0.1171,186.2,666,73.1,67.6,27.0,46.7,0.141,normal,0.453,41.06,1.94,7.7,12.02,2.42,65.14,3.67,203.69,138.55,0.0
FARM_001,Joseph's Farm,Room 2,2025-06-14,76,6,530,763,0,763,237,23.7,2.141,0.0409,91.07,0.1194,190.1,640,71.1,67.2,25.9,46.0,0.105,normal,0.453,41.25,1.91,7.3,11.49,2.66,64.61,3.67,195.73,131.12,2.918
FARM_001,Joseph's Farm,Room 3,2025-06-14,76,6,530,765,0,765,235,23.5,2.098,0.0409,92.96,0.1215,201.9,703,69.8,78.1,22.9,48.5,0.012,normal,0.453,42.11,1.91,6.2,12.13,2.56,64.91,3.67,215.0,150.09,2.971
FARM_001,Joseph's Farm,Room 4,2025-06-14,76,6,530,768,0,768,232,23.2,2.072,-0.0172,97.92,0.1275,205.0,657,70.9,72.1,23.6,52.2,0.0,normal,0.453,44.36,1.92,6.45,11.83,2.26,66.82,3.67,200.93,134.11,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-15,76,7,531,774,0,774,226,22.6,2.091,0.0191,90.85,0.1174,182.8,690,71.2,76.6,25.5,47.8,0.075,normal,0.453,41.16,1.94,7.15,12.37,2.36,64.98,3.66,210.45,145.47,6.145
FARM_001,Joseph's Farm,Room 2,2025-06-15,76,7,531,763,1,762,238,23.8,2.136,0.0359,94.9,0.1244,176.9,627,72.2,77.7,24.6,48.8,0.033,normal,0.453,42.99,1.91,6.82,12.51,2.34,66.57,3.66,191.24,124.67,3.465
FARM_001,Joseph's Farm,Room 3,2025-06-15,76,7,531,765,0,765,235,23.5,2.029,-0.0281,93.94,0.1228,172.3,634,72.4,71.1,24.5,49.5,0.023,normal,0.453,42.55,1.91,6.78,11.87,2.66,65.77,3.66,193.37,127.6,0.0
FARM_001,Joseph's Farm,Room 4,2025-06-15,76,7,531,768,0,768,232,23.2,2.062,-0.0272,95.18,0.1239,202.1,736,68.5,71.4,25.3,53.3,0.049,normal,0.453,43.12,1.92,7.08,12.08,2.3,66.5,3.66,224.48,157.98,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-16,77,1,532,774,1,773,227,22.7,2.057,-0.0149,94.6,0.1222,177.4,672,71.3,70.0,26.4,47.7,0.11,normal,0.452,42.76,1.94,7.48,12.07,2.73,66.98,3.66,204.96,137.98,0.0
FARM_001,Joseph's Farm,Room 2,2025-06-16,77,1,532,762,0,762,238,23.8,2.103,0.0029,97.01,0.1273,189.6,674,72.9,70.6,24.2,53.8,0.008,normal,0.452,43.85,1.91,6.67,11.98,2.54,66.95,3.66,205.57,138.62,43.9
FARM_001,Joseph's Farm,Room 3,2025-06-16,77,1,532,765,0,765,235,23.5,2.063,0.0059,93.93,0.1228,172.1,705,70.4,67.3,26.6,45.7,0.134,normal,0.452,42.46,1.91,7.55,11.54,2.74,66.2,3.66,215.03,148.83,20.811
FARM_001,Joseph's Farm,Room 4,2025-06-16,77,1,532,768,0,768,232,23.2,2.091,0.0018,95.74,0.1247,179.3,696,69.5,72.4,23.3,56.2,0.0,normal,0.452,43.27,1.92,6.34,12.54,2.53,66.6,3.66,212.28,145.68,69.256
FARM_001,Joseph's Farm,Room 1,2025-06-17,77,2,533,773,0,773,227,22.7,2.104,0.0321,89.7,0.116,187.7,615,69.3,69.9,25.4,47.4,0.074,normal,0.452,40.54,1.93,7.11,11.58,2.57,63.73,3.66,187.58,123.85,3.615
FARM_001,Joseph's Farm,Room 2,2025-06-17,77,2,533,762,0,762,238,23.8,2.063,-0.0371,94.18,0.1236,182.5,674,74.0,72.8,25.0,52.7,0.038,normal,0.452,42.57,1.91,6.97,12.59,2.33,66.37,3.66,205.57,139.2,0.0
FARM_001,Joseph's Farm,Room 3,2025-06-17,77,2,533,765,0,765,235,23.5,2.086,0.0289,97.26,0.1271,199.9,665,73.5,68.7,24.5,46.6,0.047,normal,0.452,43.96,1.91,6.78,11.42,2.32,66.39,3.66,202.82,136.43,4.399
FARM_001,Joseph's Farm,Room 4,2025-06-17,77,2,533,768,1,767,233,23.3,2.069,-0.0202,93.56,0.1218,198.1,698,71.7,73.4,23.8,49.9,0.001,normal,0.452,42.29,1.92,6.53,12.16,2.75,65.65,3.66,212.89,147.24,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-18,77,3,534,773,0,773,227,22.7,2.088,0.0161,99.09,0.1282,192.9,721,70.2,78.0,25.3,52.8,0.049,normal,0.452,44.79,1.93,7.08,11.89,2.64,68.33,3.66,219.91,151.58,7.962
FARM_001,Joseph's Farm,Room 2,2025-06-18,77,3,534,762,1,761,239,23.9,2.1,-0.0001,90.21,0.1184,174.3,672,70.2,78.5,23.2,46.8,0.026,normal,0.452,40.77,1.91,6.31,11.48,2.44,62.91,3.66,204.96,142.05,0.0
FARM_001,Joseph's Farm,Room 3,2025-06-18,77,3,534,765,0,765,235,23.5,2.051,-0.0061,91.53,0.1196,172.0,711,69.6,76.2,25.1,50.7,0.042,normal,0.452,41.37,1.91,7.0,11.76,2.62,64.66,3.66,216.86,152.2,0.0
FARM_001,Joseph's Farm,Room 4,2025-06-18,77,3,534,767,0,767,233,23.3,2.067,-0.0222,92.05,0.12,180.1,622,70.8,71.8,26.9,49.4,0.115,normal,0.452,41.61,1.92,7.66,11.76,2.41,65.36,3.66,189.71,124.35,0.0
FARM_001,Joseph's Farm,Room 1,2025-06-19,77,4,535,773,0,773,227,22.7,2.043,-0.0289,90.76,0.1174,191.4,610,71.3,72.6,27.4,51.8,0.129,normal,0.452,41.02,1.93,7.85,12.18,2.64,65.62,3.66,186.05,120.43,0.0
