farm_id,room_id,date,week,day_of_week,age_days,birds_start,mortality_daily,birds_end,cumulative_mortality,avg_weight_kg,daily_gain_kg,feed_kg_total,feed_kg_per_bird,water_liters_total,eggs_produced,avg_egg_weight_g,egg_grade_A_pct,temperature_c,humidity_pct,stress_index,feed_price_per_kg_usd,feed_cost_usd,med_cost_usd,energy_cost_usd,labor_cost_usd,other_costs_usd,total_costs_usd,egg_price_per_dozen_usd,egg_revenue_usd,profit_usd,fcr
FARM_V2,R02,2026-01-07,9,4,59,933,1,932,68,2.227,0.016,161.145,0.1727,382.53,0,0.0,0.0,21.4,59.8,0.0,0.467,75.25,2.27,4.55,7.78,3.35,93.2,3.28,0.0,-93.2,10.795
FARM_V2,R02,2026-01-08,9,5,60,932,0,932,68,2.213,-0.003,163.105,0.175,297.308,0,0.0,0.0,22.5,60.4,0.0,0.463,75.49,1.86,4.42,8.33,2.32,92.42,2.98,0.0,-92.42,0.0
FARM_V2,R02,2026-01-09,9,6,61,932,0,932,68,2.212,-0.01,169.02,0.1814,306.628,0,0.0,0.0,21.1,62.2,0.0,0.457,77.3,1.86,5.29,8.15,2.84,95.44,3.08,0.0,-95.44,0.0
FARM_V2,R02,2026-01-10,9,7,62,932,0,932,68,2.227,-0.003,169.446,0.1818,366.276,0,0.0,0.0,21.8,60.3,0.0,0.466,78.96,1.86,5.08,8.4,2.61,96.91,3.22,0.0,-96.91,0.0
FARM_V2,R02,2026-01-11,10,1,63,932,1,931,69,2.267,0.027,177.249,0.1902,358.82,0,0.0,0.0,23.0,63.3,0.0,0.472,83.73,2.26,4.6,7.95,3.45,101.99,3.44,0.0,-101.99,7.044
FARM_V2,R02,2026-01-12,10,2,64,931,1,930,70,2.241,-0.01,175.979,0.189,364.021,0,0.0,0.0,21.8,66.6,0.0,0.466,81.99,2.26,4.52,7.87,3.57,100.21,2.97,0.0,-100.21,0.0
FARM_V2,R02,2026-01-13,10,3,65,930,0,930,70,2.286,0.023,179.853,0.1934,447.33,0,0.0,0.0,22.8,59.1,0.0,0.455,81.87,1.86,5.13,7.87,3.5,100.23,2.94,0.0,-100.23,8.408
FARM_V2,R02,2026-01-14,10,4,66,930,0,930,70,2.291,0.014,178.774,0.1922,407.34,0,0.0,0.0,21.4,66.7,0.0,0.455,81.32,1.86,5.13,7.77,2.68,98.76,3.38,0.0,-98.76,13.731
FARM_V2,R02,2026-01-15,10,5,67,930,0,930,70,2.329,0.037,182.081,0.1958,356.19,0,0.0,0.0,21.0,62.7,0.0,0.467,84.99,1.86,5.18,7.83,2.8,102.66,3.13,0.0,-102.66,5.292
FARM_V2,R02,2026-01-16,10,6,68,930,0,930,70,2.341,0.033,175.815,0.189,436.17,0,0.0,0.0,22.3,64.0,0.0,0.468,82.34,1.86,4.6,8.09,2.56,99.45,3.3,0.0,-99.45,5.729
FARM_V2,R02,2026-01-17,10,7,69,930,2,928,72,2.334,0.008,179.707,0.1932,373.86,0,0.0,0.0,20.2,57.1,0.0,0.462,83.06,2.66,4.63,8.07,3.1,101.52,3.12,0.0,-101.52,24.154
FARM_V2,R02,2026-01-18,11,1,70,928,1,927,73,2.354,0.009,181.528,0.1956,374.912,0,0.0,0.0,22.1,66.8,0.0,0.455,82.54,2.26,5.44,7.7,2.46,100.4,3.25,0.0,-100.4,21.735
FARM_V2,R02,2026-01-19,11,2,71,927,1,926,74,2.386,0.022,174.813,0.1886,341.136,0,0.0,0.0,21.3,67.8,0.0,0.471,82.36,2.25,4.61,8.28,2.72,100.22,2.99,0.0,-100.22,8.572
FARM_V2,R02,2026-01-20,11,3,72,926,0,926,74,2.426,0.041,181.334,0.1958,360.214,0,0.0,0.0,21.3,66.4,0.0,0.475,86.17,1.85,4.9,8.14,3.31,104.37,2.97,0.0,-104.37,4.776
FARM_V2,R02,2026-01-21,11,4,73,926,0,926,74,2.444,0.038,182.091,0.1966,367.622,0,0.0,0.0,20.5,58.6,0.0,0.475,86.57,1.85,5.25,8.19,2.28,104.14,3.17,0.0,-104.14,5.175
FARM_V2,R02,2026-01-22,11,5,74,926,0,926,74,2.446,0.017,184.777,0.1995,403.736,0,0.0,0.0,21.9,57.2,0.0,0.465,85.97,1.85,4.63,8.06,2.95,103.46,3.28,0.0,-103.46,11.738
FARM_V2,R02,2026-01-23,11,6,75,926,0,926,74,2.497,0.045,184.08,0.1988,409.292,0,0.0,0.0,22.7,66.2,0.0,0.468,86.12,1.85,5.44,8.29,3.29,104.99,3.05,0.0,-104.99,4.418
FARM_V2,R02,2026-01-24,11,7,76,926,0,926,74,2.512,0.036,175.619,0.1897,406.514,0,0.0,0.0,22.1,64.4,0.0,0.468,82.11,1.85,4.56,8.21,2.89,99.62,3.26,0.0,-99.62,5.268
FARM_V2,R02,2026-01-25,12,1,77,926,1,925,75,2.501,0.001,187.489,0.2025,408.366,0,0.0,0.0,23.1,66.7,0.0,0.475,89.01,2.25,5.36,8.08,3.41,108.11,3.35,0.0,-108.11,202.472
FARM_V2,R02,2026-01-26,12,2,78,925,0,925,75,2.558,0.033,192.149,0.2077,419.95,0,0.0,0.0,22.3,64.3,0.0,0.456,87.69,1.85,5.11,7.65,3.69,105.99,3.27,0.0,-105.99,6.295
FARM_V2,R02,2026-01-27,12,3,79,925,1,924,76,2.588,0.038,194.024,0.2098,365.375,0,0.0,0.0,21.4,59.7,0.0,0.47,91.16,2.25,4.99,7.64,3.78,109.82,2.92,0.0,-109.82,5.52
FARM_V2,R02,2026-01-28,12,4,80,924,0,924,76,2.595,0.019,193.856,0.2098,459.228,0,0.0,0.0,23.4,61.8,0.0,0.475,92.13,1.85,4.98,8.28,2.4,109.64,2.89,0.0,-109.64,11.042
FARM_V2,R02,2026-01-29,12,5,81,924,2,922,78,2.641,0.039,184.782,0.2,396.396,0,0.0,0.0,21.9,66.5,0.0,0.457,84.39,2.65,5.13,7.71,2.64,102.52,3.11,0.0,-102.52,5.128
FARM_V2,R02,2026-01-30,12,6,82,922,1,921,79,2.648,0.019,199.075,0.2159,411.212,0,0.0,0.0,21.7,58.7,0.0,0.457,91.04,2.24,5.2,8.38,2.48,109.34,3.33,0.0,-109.34,11.364
FARM_V2,R02,2026-01-31,12,7,83,921,1,920,80,2.669,0.013,199.59,0.2167,417.213,0,0.0,0.0,22.8,68.8,0.0,0.465,92.84,2.24,4.55,8.18,2.57,110.38,2.94,0.0,-110.38,16.67
FARM_V2,R02,2026-02-01,13,1,84,920,1,919,81,2.689,0.007,193.898,0.2108,473.8,0,0.0,0.0,22.9,64.8,0.0,0.458,88.76,2.24,4.61,7.71,3.68,107.0,3.02,0.0,-107.0,30.108
FARM_V2,R02,2026-02-02,13,2,85,919,2,917,83,2.751,0.042,200.742,0.2184,385.98,0,0.0,0.0,23.4,57.8,0.0,0.462,92.79,2.64,5.14,7.73,3.5,111.8,3.23,0.0,-111.8,5.201
FARM_V2,R02,2026-02-03,13,3,86,917,2,915,85,2.76,0.024,210.399,0.2294,400.729,0,0.0,0.0,22.3,65.2,0.0,0.478,100.6,2.63,4.7,7.77,2.91,118.61,3.25,0.0,-118.61,9.56
FARM_V2,R02,2026-02-04,13,4,87,915,0,915,85,2.779,0.016,191.818,0.2096,462.075,0,0.0,0.0,21.6,63.5,0.0,0.478,91.62,1.83,5.34,8.0,3.48,110.27,3.28,0.0,-110.27,13.102
FARM_V2,R02,2026-02-05,13,5,88,915,0,915,85,2.8,0.01,196.829,0.2151,362.34,0,0.0,0.0,21.4,68.4,0.0,0.465,91.57,1.83,5.23,8.31,3.73,110.67,3.25,0.0,-110.67,21.511
FARM_V2,R02,2026-02-06,13,6,89,915,3,912,88,2.828,0.012,195.509,0.2137,463.905,0,0.0,0.0,22.9,67.9,0.0,0.474,92.69,3.03,5.26,7.89,3.06,111.93,2.88,0.0,-111.93,17.806
FARM_V2,R02,2026-02-07,13,7,90,912,0,912,88,2.877,0.035,206.668,0.2266,437.76,0,0.0,0.0,23.7,68.8,0.0,0.482,99.61,1.82,5.06,8.15,2.77,117.41,3.1,0.0,-117.41,6.475
FARM_V2,R02,2026-02-08,14,1,91,912,0,912,88,2.867,-0.001,214.979,0.2357,419.52,0,0.0,0.0,23.3,59.6,0.0,0.48,103.18,1.82,5.41,7.92,3.1,121.43,3.0,0.0,-121.43,0.0
FARM_V2,R02,2026-02-09,14,2,92,912,0,912,88,2.939,0.046,210.353,0.2306,473.328,0,0.0,0.0,21.0,60.1,0.0,0.481,101.11,1.82,5.41,8.12,2.8,119.26,2.89,0.0,-119.26,5.014
FARM_V2,R02,2026-02-10,14,3,93,912,0,912,88,2.923,0.005,211.482,0.2319,417.696,0,0.0,0.0,23.4,57.5,0.0,0.48,101.43,1.82,4.52,7.73,3.0,118.5,3.07,0.0,-118.5,46.378
FARM_V2,R02,2026-02-11,14,4,94,912,2,910,90,2.952,0.009,217.714,0.2387,436.848,0,0.0,0.0,22.4,58.3,0.0,0.469,102.09,2.62,5.16,7.9,2.78,120.55,2.94,0.0,-120.55,26.525
FARM_V2,R02,2026-02-12,14,5,95,910,1,909,91,3.018,0.051,217.889,0.2394,493.22,0,0.0,0.0,21.4,65.3,0.0,0.469,102.19,2.22,4.93,7.63,3.62,120.59,2.95,0.0,-120.59,4.695
FARM_V2,R02,2026-02-13,14,6,96,909,1,908,92,3.007,0.017,211.048,0.2322,438.138,0,0.0,0.0,21.2,65.7,0.0,0.489,103.27,2.22,5.44,8.29,2.88,122.1,3.07,0.0,-122.1,13.657
FARM_V2,R02,2026-02-14,14,7,97,908,1,907,93,3.031,0.019,216.223,0.2381,500.308,0,0.0,0.0,22.4,66.4,0.0,0.477,103.09,2.22,5.22,8.39,4.01,122.93,2.98,0.0,-122.93,12.533
FARM_V2,R02,2026-02-15,15,1,98,907,1,906,94,3.075,0.041,228.989,0.2525,446.244,0,0.0,0.0,22.6,68.4,0.0,0.477,109.13,2.21,5.45,7.61,3.03,127.43,2.74,0.0,-127.43,6.158
FARM_V2,R02,2026-02-16,15,2,99,906,1,905,95,3.077,0.023,235.81,0.2603,540.882,0,0.0,0.0,22.1,59.2,0.0,0.472,111.37,2.21,5.06,8.18,3.08,129.9,3.02,0.0,-129.9,11.316
FARM_V2,R02,2026-02-17,15,3,100,905,1,904,96,3.082,0.008,210.172,0.2322,507.705,0,0.0,0.0,22.3,60.4,0.0,0.482,101.21,2.21,5.12,7.9,3.56,120.0,2.89,0.0,-120.0,29.029
FARM_V2,R02,2026-02-18,15,4,101,904,0,904,96,3.14,0.048,240.07,0.2656,490.872,0,0.0,0.0,21.1,68.3,0.0,0.486,116.73,1.81,5.1,8.28,3.43,135.35,3.03,0.0,-135.35,5.533
FARM_V2,R02,2026-02-19,15,5,102,904,0,904,96,3.116,0.006,227.936,0.2521,489.968,0,0.0,0.0,23.9,64.1,0.0,0.493,112.37,1.81,5.05,8.39,3.48,131.1,2.73,0.0,-131.1,42.024
FARM_V2,R02,2026-02-20,15,6,103,904,0,904,96,3.114,-0.012,213.218,0.2359,388.72,0,0.0,0.0,22.4,61.0,0.0,0.475,101.37,1.81,4.92,7.68,3.22,119.0,2.92,0.0,-119.0,0.0
FARM_V2,R02,2026-02-21,15,7,104,904,0,904,96,3.138,-0.004,215.351,0.2382,395.048,0,0.0,0.0,22.0,63.3,0.0,0.492,105.86,1.81,5.43,8.24,3.44,124.78,3.01,0.0,-124.78,0.0
FARM_V2,R02,2026-02-22,16,1,105,904,2,902,98,3.149,-0.006,215.203,0.2381,407.704,0,0.0,0.0,23.4,67.3,0.0,0.469,100.83,2.61,5.24,8.23,3.65,120.56,3.0,0.0,-120.56,0.0
FARM_V2,R02,2026-02-23,16,2,106,902,1,901,99,3.194,0.026,238.354,0.2643,481.668,0,0.0,0.0,22.7,66.2,0.0,0.489,116.53,2.2,4.82,8.36,3.92,135.83,2.87,0.0,-135.83,10.163
FARM_V2,R02,2026-02-24,16,3,107,901,1,900,100,3.192,0.013,217.88,0.2418,400.044,0,0.0,0.0,23.3,66.1,0.0,0.477,103.96,2.2,4.8,8.08,4.0,123.04,2.84,0.0,-123.04,18.602
FARM_V2,R02,2026-02-25,16,4,108,900,2,898,102,3.184,-0.004,228.925,0.2544,487.8,0,0.0,0.0,21.7,63.5,0.0,0.473,108.19,2.6,4.66,8.14,3.88,127.47,2.99,0.0,-127.47,0.0
FARM_V2,R02,2026-02-26,16,5,109,898,3,895,105,3.179,-0.017,241.06,0.2684,543.29,0,0.0,0.0,22.0,57.0,0.0,0.475,114.54,3.0,4.98,7.67,3.3,133.49,2.8,0.0,-133.49,0.0
FARM_V2,R02,2026-02-27,16,6,110,895,0,895,105,3.226,0.023,224.494,0.2508,517.31,0,0.0,0.0,21.9,61.7,0.0,0.483,108.34,1.79,5.38,7.64,3.73,126.88,2.87,0.0,-126.88,10.906
FARM_V2,R02,2026-02-28,16,7,111,895,0,895,105,3.178,-0.029,226.211,0.2527,457.345,0,0.0,0.0,24.1,59.2,0.005,0.495,112.03,1.79,4.63,7.67,2.98,129.1,2.74,0.0,-129.1,0.0
FARM_V2,R02,2026-03-01,17,1,112,895,1,894,106,3.181,-0.029,220.202,0.246,440.34,0,0.0,0.0,23.3,57.8,0.0,0.491,108.18,2.19,4.8,8.32,3.95,127.44,3.02,0.0,-127.44,0.0
FARM_V2,R02,2026-03-02,17,2,113,894,1,893,107,3.239,0.028,220.144,0.2462,415.71,0,0.0,0.0,23.3,59.4,0.0,0.489,107.57,2.19,5.22,7.61,3.45,126.04,2.99,0.0,-126.04,8.795
FARM_V2,R02,2026-03-03,17,3,114,893,1,892,108,3.2,-0.012,223.877,0.2507,521.512,0,0.0,0.0,21.6,63.9,0.0,0.484,108.45,2.19,4.49,7.82,4.15,127.1,2.8,0.0,-127.1,0.0
FARM_V2,R02,2026-03-04,17,4,115,892,1,891,109,3.2,-0.017,224.248,0.2514,421.024,0,0.0,0.0,21.7,68.1,0.0,0.486,108.93,2.18,5.19,8.26,4.0,128.56,2.75,0.0,-128.56,0.0
FARM_V2,R02,2026-03-05,17,5,116,891,1,890,110,3.231,0.007,213.272,0.2394,460.647,0,0.0,0.0,22.7,68.2,0.0,0.493,105.18,2.18,4.45,7.85,2.69,122.35,2.66,0.0,-122.35,34.195
FARM_V2,R02,2026-03-06,17,6,117,890,0,890,110,3.222,-0.011,223.546,0.2512,437.88,0,0.0,0.0,22.7,63.3,0.0,0.495,110.68,1.78,4.89,8.31,3.61,129.27,2.93,0.0,-129.27,0.0
FARM_V2,R02,2026-03-07,17,7,118,890,2,888,112,3.282,0.037,229.303,0.2576,455.68,0,0.0,0.0,24.3,67.2,0.014,0.495,113.42,2.58,4.89,7.95,4.16,133.0,2.91,0.0,-133.0,6.963
FARM_V2,R02,2026-03-08,18,1,119,888,0,888,112,3.276,0.018,220.015,0.2478,453.768,0,0.0,0.0,22.9,58.5,0.0,0.497,109.43,1.78,4.44,7.9,3.23,126.78,2.57,0.0,-126.78,13.765
FARM_V2,R02,2026-03-09,18,2,120,888,0,888,112,3.286,0.012,226.921,0.2555,562.992,0,0.0,0.0,22.2,57.6,0.0,0.486,110.35,1.78,4.46,7.74,3.95,128.28,2.87,0.0,-128.28,21.295
FARM_V2,R02,2026-03-10,18,3,121,888,0,888,112,3.313,0.022,209.003,0.2354,377.4,0,0.0,0.0,23.3,65.9,0.0,0.481,100.61,1.78,4.89,7.63,3.88,118.79,2.59,0.0,-118.79,10.698
FARM_V2,R02,2026-03-11,18,4,122,888,0,888,112,3.301,-0.008,223.272,0.2514,510.6,0,0.0,0.0,23.1,62.9,0.0,0.478,106.65,1.78,4.59,8.35,4.07,125.44,2.98,0.0,-125.44,0.0
FARM_V2,R02,2026-03-12,18,5,123,888,0,888,112,3.336,0.008,215.682,0.2429,519.48,0,0.0,0.0,21.8,64.7,0.0,0.491,105.81,1.78,4.51,7.64,3.97,123.71,2.91,0.0,-123.71,30.361
FARM_V2,R02,2026-03-13,18,6,124,888,0,888,112,3.344,-0.004,228.859,0.2577,445.776,0,0.0,0.0,22.9,67.6,0.0,0.476,109.0,1.78,5.07,8.01,2.76,126.62,2.59,0.0,-126.62,0.0
FARM_V2,R02,2026-03-14,18,7,125,888,0,888,112,3.392,0.023,233.967,0.2635,505.272,0,0.0,0.0,23.7,56.9,0.0,0.496,116.11,1.78,5.23,7.75,3.81,134.68,2.76,0.0,-134.68,11.455
FARM_V2,R02,2026-03-15,19,1,126,888,0,888,112,3.442,0.052,221.243,0.2491,545.232,0,0.0,0.0,22.4,58.7,0.0,0.479,105.88,1.78,4.68,7.66,3.06,123.06,2.78,0.0,-123.06,4.791
FARM_V2,R02,2026-03-16,19,2,127,888,3,885,115,3.442,0.03,224.003,0.2523,456.432,0,0.0,0.0,21.5,60.5,0.0,0.478,107.12,2.98,4.9,7.96,3.38,126.34,2.61,0.0,-126.34,8.409
FARM_V2,R02,2026-03-17,19,3,128,885,0,885,115,3.449,0.016,217.626,0.2459,538.08,0,0.0,0.0,23.8,64.4,0.0,0.495,107.73,1.77,4.8,7.97,3.8,126.07,2.89,0.0,-126.07,15.369
FARM_V2,R02,2026-03-18,19,4,129,885,2,883,117,3.468,0.014,223.29,0.2523,477.015,0,0.0,0.0,21.7,67.0,0.0,0.493,110.11,2.57,4.87,8.18,3.36,129.09,2.82,0.0,-129.09,18.022
FARM_V2,R02,2026-03-19,19,5,130,883,2,881,119,3.484,0.009,232.93,0.2638,491.831,0,0.0,0.0,22.8,63.8,0.0,0.493,114.85,2.57,4.3,8.39,3.25,133.36,2.91,0.0,-133.36,29.31
FARM_V2,R02,2026-03-20,19,6,131,881,0,881,119,3.516,0.021,233.94,0.2655,531.243,0,0.0,0.0,22.6,61.7,0.0,0.498,116.51,1.76,4.67,7.82,3.17,133.93,2.67,0.0,-133.93,12.645
FARM_V2,R02,2026-03-21,19,7,132,881,0,881,119,3.526,0.011,226.467,0.2571,527.719,0,0.0,0.0,22.7,66.3,0.0,0.487,110.22,1.76,5.13,8.25,3.22,128.58,2.82,0.0,-128.58,23.369
FARM_V2,R02,2026-03-22,20,1,133,881,2,879,121,3.543,0.01,234.399,0.2661,541.815,0,0.0,0.0,23.7,64.3,0.0,0.486,113.99,2.56,4.68,8.04,3.06,132.33,2.64,0.0,-132.33,26.606
FARM_V2,R02,2026-03-23,20,2,134,879,0,879,121,3.537,-0.013,221.051,0.2515,413.13,0,0.0,0.0,23.2,56.6,0.0,0.481,106.27,1.76,4.68,8.37,3.05,124.13,2.78,0.0,-124.13,0.0
FARM_V2,R02,2026-03-24,20,3,135,879,1,878,122,3.548,-0.017,221.502,0.252,474.66,0,0.0,0.0,23.6,61.1,0.0,0.483,107.07,2.16,4.49,7.92,3.0,124.64,2.54,0.0,-124.64,0.0
FARM_V2,R02,2026-03-25,20,4,136,878,0,878,122,3.578,-0.001,220.95,0.2517,539.092,0,0.0,0.0,22.1,63.5,0.0,0.475,104.93,1.76,4.44,8.26,3.85,123.24,2.8,0.0,-123.24,0.0
FARM_V2,R02,2026-03-26,20,5,137,878,0,878,122,3.615,0.025,225.47,0.2568,445.146,0,0.0,0.0,24.5,60.3,0.023,0.494,111.44,1.76,4.92,8.32,3.09,129.53,2.74,0.0,-129.53,10.272
FARM_V2,R02,2026-03-27,20,6,138,878,0,878,122,3.613,0.013,224.43,0.2556,541.726,0,0.0,0.0,22.2,57.7,0.0,0.474,106.41,1.76,4.62,7.94,3.61,124.34,2.76,0.0,-124.34,19.663
FARM_V2,R02,2026-03-28,20,7,139,878,1,877,123,3.595,-0.011,239.87,0.2732,520.654,0,0.0,0.0,22.8,66.7,0.0,0.496,118.98,2.16,4.39,8.37,3.43,137.33,2.48,0.0,-137.33,0.0
FARM_V2,R02,2026-03-29,21,1,140,877,2,875,125,3.644,0.033,219.124,0.2499,447.27,587,42.8,88.5,22.6,59.7,0.0,0.497,109.01,2.55,4.16,7.68,2.92,126.32,2.7,132.08,5.76,7.571
FARM_V2,R02,2026-03-30,21,2,141,875,1,874,126,3.597,-0.015,230.203,0.2631,521.5,558,45.9,87.1,24.4,63.5,0.019,0.487,112.14,2.15,5.02,8.16,3.01,130.48,2.43,113.0,-17.48,0.0
FARM_V2,R02,2026-03-31,21,3,142,874,0,874,126,3.586,-0.026,216.089,0.2472,499.054,553,45.4,89.0,23.5,59.6,0.0,0.49,105.79,1.75,4.13,7.91,3.81,123.39,2.45,112.9,-10.49,0.0
FARM_V2,R02,2026-04-01,21,4,143,874,2,872,128,3.641,0.028,215.492,0.2466,410.78,569,46.7,91.1,21.9,60.6,0.0,0.472,101.67,2.55,4.29,7.64,3.22,119.37,2.4,113.8,-5.57,8.806
FARM_V2,R02,2026-04-02,21,5,144,872,1,871,129,3.621,0.008,233.071,0.2673,576.392,546,43.9,87.9,21.7,62.4,0.0,0.5,116.47,2.14,4.42,7.79,3.25,134.07,2.56,116.48,-17.59,33.41
FARM_V2,R02,2026-04-03,21,6,145,871,0,871,129,3.582,-0.032,215.937,0.2479,391.95,547,42.8,85.2,24.4,55.3,0.019,0.488,105.32,1.74,4.81,7.89,3.82,123.58,2.78,126.72,3.14,0.0
FARM_V2,R02,2026-04-04,21,7,146,871,1,870,130,3.633,0.018,222.345,0.2553,524.342,561,42.4,91.5,21.8,57.1,0.0,0.496,110.23,2.14,4.49,8.21,3.49,128.56,2.49,116.41,-12.15,14.182
FARM_V2,R02,2026-04-05,22,1,147,870,1,869,131,3.649,0.032,230.292,0.2647,545.49,611,48.0,93.3,21.8,59.6,0.0,0.483,111.3,2.14,4.1,8.3,4.14,129.98,2.37,120.67,-9.31,8.272
FARM_V2,R02,2026-04-06,22,2,148,869,0,869,131,3.649,0.031,215.597,0.2481,438.845,605,46.1,91.4,23.5,61.2,0.0,0.494,106.53,1.74,4.52,7.69,3.61,124.09,2.72,137.13,13.04,8.003
FARM_V2,R02,2026-04-07,22,3,149,869,1,868,132,3.638,0.018,218.54,0.2515,474.474,576,45.9,86.7,23.5,61.2,0.0,0.485,105.97,2.14,4.24,7.97,3.39,123.71,2.74,131.52,7.81,13.971
FARM_V2,R02,2026-04-08,22,4,150,868,0,868,132,3.622,0.001,221.121,0.2547,532.952,576,40.3,86.9,22.8,58.0,0.0,0.486,107.43,1.74,4.62,8.31,4.02,126.12,2.71,130.08,3.96,254.748
FARM_V2,R02,2026-04-09,22,5,151,868,1,867,133,3.601,-0.022,228.081,0.2628,476.532,568,44.6,89.8,23.3,56.5,0.0,0.492,112.32,2.14,4.14,8.36,2.97,129.93,2.43,115.02,-14.91,0.0
FARM_V2,R02,2026-04-10,22,6,152,867,0,867,133,3.613,-0.013,232.721,0.2684,520.2,588,43.1,85.2,23.0,65.9,0.0,0.497,115.71,1.73,4.33,8.19,3.61,133.57,2.65,129.85,-3.72,0.0
FARM_V2,R02,2026-04-11,22,7,153,867,0,867,133,3.659,0.031,237.36,0.2738,547.944,599,44.7,92.6,23.4,58.7,0.0,0.498,118.18,1.73,4.7,8.28,3.3,136.19,2.56,127.79,-8.4,8.831
FARM_V2,R02,2026-04-12,23,1,154,867,0,867,133,3.6,-0.03,224.821,0.2593,466.446,625,45.4,90.3,21.5,63.3,0.0,0.474,106.52,1.73,4.36,8.31,3.19,124.11,2.37,123.44,-0.67,0.0
FARM_V2,R02,2026-04-13,23,2,155,867,1,866,134,3.668,0.035,220.309,0.2541,435.234,608,48.0,88.3,22.5,57.4,0.0,0.473,104.1,2.13,4.6,8.01,3.34,122.18,2.49,126.16,3.98,7.26
FARM_V2,R02,2026-04-14,23,3,156,866,0,866,134,3.612,-0.024,215.195,0.2485,460.712,610,43.9,86.2,24.2,65.7,0.009,0.473,101.87,1.73,3.98,8.21,2.99,118.78,2.53,128.61,9.83,0.0
FARM_V2,R02,2026-04-15,23,4,157,866,2,864,136,3.656,0.017,226.342,0.2614,413.082,596,42.4,92.0,23.3,65.4,0.0,0.475,107.54,2.53,4.71,8.35,2.76,125.89,2.53,125.66,-0.23,15.374
FARM_V2,R02,2026-04-16,23,5,158,864,1,863,137,3.617,-0.025,236.971,0.2743,508.032,602,46.1,87.6,24.2,61.4,0.009,0.491,116.31,2.13,4.09,8.23,3.41,134.17,2.43,121.91,-12.26,0.0
FARM_V2,R02,2026-04-17,23,6,159,863,0,863,137,3.634,-0.011,232.478,0.2694,485.869,640,46.1,88.6,22.9,60.5,0.0,0.476,110.71,1.73,3.95,7.69,3.91,127.99,2.38,126.93,-1.06,0.0
FARM_V2,R02,2026-04-18,23,7,160,863,1,862,138,3.624,-0.024,212.095,0.2458,463.431,626,41.6,89.2,21.8,58.9,0.0,0.483,102.51,2.13,4.43,7.88,2.77,119.72,2.65,138.24,18.52,0.0
FARM_V2,R02,2026-04-19,24,1,161,862,0,862,138,3.633,-0.018,219.629,0.2548,421.518,596,43.5,94.0,22.6,59.6,0.0,0.477,104.71,1.72,4.64,7.87,3.64,122.58,2.53,125.66,3.08,0.0
FARM_V2,R02,2026-04-20,24,2,162,862,0,862,138,3.682,0.027,215.856,0.2504,518.062,632,45.0,85.8,21.6,65.6,0.0,0.493,106.32,1.72,4.57,7.65,3.39,123.65,2.47,130.09,6.44,9.275
FARM_V2,R02,2026-04-21,24,3,163,862,0,862,138,3.687,0.029,223.441,0.2592,447.378,637,45.7,92.1,21.9,65.0,0.0,0.479,106.99,1.72,4.41,8.3,3.61,125.03,2.58,136.95,11.92,8.938
FARM_V2,R02,2026-04-22,24,4,164,862,0,862,138,3.683,0.021,225.873,0.262,480.996,666,46.3,92.9,22.4,60.3,0.0,0.472,106.53,1.72,3.83,7.66,4.04,123.78,2.29,127.09,3.31,12.478
FARM_V2,R02,2026-04-23,24,5,165,862,0,862,138,3.687,0.022,229.186,0.2659,481.858,648,45.7,89.1,22.0,62.6,0.0,0.47,107.68,1.72,4.22,7.97,3.07,124.66,2.6,140.4,15.74,12.085
FARM_V2,R02,2026-04-24,24,6,166,862,1,861,139,3.687,0.018,235.981,0.2738,571.506,659,51.5,87.6,22.7,55.6,0.0,0.488,115.2,2.12,4.27,7.85,3.9,133.34,2.56,140.59,7.25,15.209
FARM_V2,R02,2026-04-25,24,7,167,861,0,861,139,3.667,-0.006,219.374,0.2548,460.635,671,43.1,88.3,23.1,56.3,0.0,0.491,107.72,1.72,4.35,7.69,2.96,124.44,2.44,136.44,12.0,0.0
FARM_V2,R02,2026-04-26,25,1,168,861,0,861,139,3.693,0.017,231.948,0.2694,577.731,633,44.2,90.3,22.0,59.6,0.0,0.494,114.68,1.72,3.79,7.72,3.69,131.6,2.34,123.43,-8.17,15.847
FARM_V2,R02,2026-04-27,25,2,169,861,1,860,140,3.69,0.01,216.95,0.252,396.06,616,46.4,88.1,23.9,62.9,0.0,0.479,103.97,2.12,3.99,7.92,3.23,121.23,2.47,126.79,5.56,25.197
FARM_V2,R02,2026-04-28,25,3,170,860,0,860,140,3.691,0.007,223.542,0.2599,420.54,679,44.9,88.0,24.1,60.1,0.005,0.484,108.27,1.72,4.2,7.65,2.81,124.65,2.36,133.54,8.89,37.133
FARM_V2,R02,2026-04-29,25,4,171,860,0,860,140,3.687,-0.001,229.033,0.2663,428.28,663,48.4,92.2,22.2,60.4,0.0,0.484,110.88,1.72,4.35,8.02,4.08,129.05,2.59,143.1,14.05,0.0
FARM_V2,R02,2026-04-30,25,5,172,860,1,859,141,3.684,-0.007,216.062,0.2512,460.1,628,47.7,91.6,21.7,58.1,0.0,0.493,106.59,2.12,3.92,7.9,2.86,123.39,2.43,127.17,3.78,0.0
FARM_V2,R02,2026-05-01,25,6,173,859,0,859,141,3.687,-0.008,218.245,0.2541,465.578,657,44.8,92.8,23.2,58.7,0.0,0.475,103.65,1.72,3.7,8.3,3.32,120.69,2.37,129.76,9.07,0.0
